__OBJECTID,PUBLIC WATER SYSTEM ID,Water System Name,Status,Principal County Served,Primary Source Water Type,Longitude,Latitude,attribute_7,Note,attribute_9,x,y
201,KY0510189,HENDERSON COUNTY WATER DISTRICT,A,HENDERSON,SWP,-87.6004,37.83197,,,,-87.6003999884379,37.8319700159721
202,KY0510188,HENDERSON WATER UTILITY/NORTH,A,HENDERSON,SW,-87.581845,37.837985,,,,-87.5818450167499,37.8379849911726
203,KY0510510,HENDERSON WATER UTILITY/SOUTH,A,HENDERSON,SW,-87.581845,37.837985,,,,-87.5818450167499,37.8379849911726
204,KY0512440,TROCADERO PLAZA,A,HENDERSON,GW,-87.517035,37.874873,,,,-87.5170349825987,37.8748729781281
205,KY0520122,EMINENCE WATER WORKS,A,HENRY,GWP,-85.182903,38.369569,,,,-85.1829030336615,38.3695689671238
206,KY0520192,HENRY COUNTY WATER DISTRICT #2,A,HENRY,GW,-85.214609,38.524475,,,,-85.214608981783,38.5244749768144
207,KY0520520,NEW CASTLE WATER WORKS,A,HENRY,GWP,-85.169423,38.433126,,,,-85.1694230043396,38.433126013453
208,KY0530083,COLUMBUS WATER WORKS,A,HICKMAN,GW,-89.100571,36.759647,,,,-89.1005709720631,36.7596469884341
209,KY0530077,WATER SERVICE CORP OF KENTUCKY,A,HICKMAN,GW,-83.708012,36.593757,,,,-83.7080119896044,36.5937570345308
210,KY0540958,DAWSON SPRINGS WATER & SEWER,A,HOPKINS,SW,-87.693239,37.167079,,,,-87.6932389865896,37.167078976118
211,KY0540108,EARLINGTON WATER & SEWER,A,HOPKINS,SWP,-87.51292,37.273957,,,,-87.5129199799452,37.2739570307173
212,KY0540656,HANSON WATER SYSTEM,A,HOPKINS,SWP,-87.481818,37.417431,,,,-87.4818179691893,37.4174310095942
213,KY0540936,MADISONVILLE LIGHT & WATER,A,HOPKINS,SW,-87.498864,37.329438,,,,-87.4988640406946,37.3294380161896
214,KY0540269,MORTONS GAP WATER DEPARTMENT,A,HOPKINS,SWP,-87.473691,37.237195,,,,-87.4736910006454,37.2371949752458
215,KY0540977,NEBO WATER DISTRICT,A,HOPKINS,SWP,-87.642747,37.384503,,,,-87.642747020089,37.3845029701033
216,KY0540138,NORTH HOPKINS WATER DISTRICT,A,HOPKINS,SWP,-87.452812,37.32656,,,,-87.4528119974858,37.3265600213886
217,KY0540328,NORTONVILLE WATER WORKS,A,HOPKINS,GW,-87.455355,37.184794,,,,-87.4553550382236,37.184793968067
218,KY0540406,SOUTH HOPKINS WATER DISTRICT,A,HOPKINS,SWP,-87.691535,37.166682,,,,-87.6915349723271,37.166681966358
219,KY0540465,WHITE PLAINS WATER SYSTEM,A,HOPKINS,GW,-87.383629,37.183512,,,,-87.3836289645315,37.1835120327551
220,KY0550209,JACKSON COUNTY WATER ASSOCIATION,A,JACKSON,SW,-83.914545,37.377691,,,,-83.9145450040492,37.3776909644176
221,KY0550784,MCKEE WATER WORKS,A,JACKSON,SW,-83.966534,37.572186,,,,-83.9665340129709,37.5721859707741
222,KY0560258,LOUISVILLE WATER COMPANY,A,JEFFERSON,SW,-85.756706,38.249166,,,,-85.7567059638116,38.2491660320199
223,KY0570214,JESSAMINE COUNTY WATER DISTRICT #1,A,JESSAMINE,SWP,-84.577225,37.868263,,,,-84.5772250026219,37.8682629866104
224,KY0570249,JESSAMINE S ELKHORN WATER DIST,A,JESSAMINE,SWP,-84.577225,37.868263,,,,-84.5772250026219,37.8682629866104
225,KY0570315,NICHOLASVILLE WATER DEPARTMENT,A,JESSAMINE,SW,-84.487498,37.840877,,,,-84.4874980381091,37.8408769794864
226,KY0570010,WILMORE WATER WORKS,A,JESSAMINE,SW,-84.658924,37.858337,,,,-84.6589239929352,37.8583370288966
227,KY0580340,PAINTSVILLE MUNICIPAL WATER WORKS,A,JOHNSON,SW,-82.804397,37.814187,,,,-82.8043970046347,37.8141869980457
228,KY0590220,NORTHERN KENTUCKY WATER DISTRICT,A,KENTON,SW,-84.453199,39.064914,,,,-84.4531990130884,39.0649140270709
229,KY0602422,CAMP NATHANIEL,A,KNOTT,GW,-83.053648,37.351189,,,,-83.0536479651114,37.3511889904411
230,KY0600198,HINDMAN MUN WATER WORKS,A,KNOTT,SWP,-82.981523,37.337223,,,,-82.9815230394332,37.3372229789451
231,KY0600062,KNOTT COUNTY WATER & SEWER DISTRICT,A,KNOTT,SW,-83.066497,37.739205,,,,-83.0664970177778,37.739204981794
232,KY0600129,PHOENIX PROPERTY OWNERS ASSOC,A,KNOTT,SWP,-83.13139,37.335,,,,-83.1313899664297,37.3349999698164
233,KY0610016,BARBOURVILLE UTILITIES,A,KNOX,SW,-83.887037,36.865761,,,,-83.887036973082,36.8657609804366
234,KY0610110,KNOX COUNTY UTILITY COMMISSION,A,KNOX,SW,-83.811176,36.838309,,,,-83.8111760439687,36.8383090208142
235,KY0620200,HODGENVILLE WATER WORKS,A,LARUE,SW,-85.740438,37.570183,,,,-85.7404380130054,37.570182968264
236,KY0620237,LARUE COUNTY WATER DISTRICT #1,A,LARUE,SWP,-85.691529,37.520496,,,,-85.6915289678669,37.5204960201475
237,KY0630797,EAST LAUREL WATER DISTRICT,A,LAUREL,SWP,-84.0959616,37.1437189,,,,-84.0959615723077,37.1437189277581
238,KY0630238,LAUREL COUNTY WATER DISTRICT #2,A,LAUREL,SW,-84.066346,37.095419,,,,-84.0663460038524,37.0954189713787
239,KY0630255,LONDON UTILITY COMMISSION,A,LAUREL,SW,-84.08854,37.13228,,,,-84.0885399609249,37.1322800198739
240,KY0630451,WEST LAUREL WATER ASSOC INC,A,LAUREL,SWP,-84.0959616,37.1437189,,,,-84.0959615723077,37.1437189277581
241,KY0630477,WOOD CREEK WATER DISTRICT,A,LAUREL,SW,-84.135433,37.251531,,,,-84.1354330069028,37.2515310137094
242,KY0640257,LOUISA WATER DEPARTMENT,A,LAWRENCE,SW,-82.603708,38.11654,,,,-82.6037079802707,38.1165399808806
243,KY0642666,DOCKS PIZZA INC,I,LAWRENCE,GW,-82.658171,37.995381,,,,-82.6581710393163,37.9953809742889
244,KY0650024,BEATTYVILLE WATER WORKS,A,LEE,SW,-83.705247,37.571568,,,,-83.7052469751599,37.5715680304521
245,KY0660204,HYDEN LESLIE CO WATER DISTRICT,A,LESLIE,SW,-83.37828,37.143203,,,,-83.3782799746766,37.1432029988919
246,KY0672292,ARLIE BOGG ELEMENTARY SCHOOL,A,LETCHER,GW,-82.836472,37.12065,,,,-82.8364719806749,37.1206499966151
247,KY0670279,FLEMING-NEON WATER COMPANY,A,LETCHER,SWP,-82.7128,37.19701,,,,-82.7128000171948,37.1970099802751
248,KY0670213,JENKINS WATER SYSTEM,A,LETCHER,SW,-82.63417,37.170681,,,,-82.6341700312182,37.1706810321135
249,KY0670462,LETCHER COUNTY WATER DISTRICT,A,LETCHER,SWP,-82.82713,37.11785,,,,-82.8271300407092,37.1178499809409
250,KY0670466,WHITESBURG WATER WORKS,A,LETCHER,SW,-82.83311,37.12197,,,,-82.8331100357241,37.1219700294805
251,KY0680153,GARRISON QUINCY HEIGHTS WATER DISTRICT,A,LEWIS,GW,-83.179169,38.608699,,,,-83.1791690207722,38.6086989912718
252,KY0680438,VANCEBURG ELECTRIC PLANT BOARD,A,LEWIS,SWP,-83.314329,38.600559,,,,-83.3143289994317,38.6005590152694
253,KY0690089,CRAB ORCHARD WATER DISTRICT,A,LINCOLN,SWP,-84.506342,37.46161,,,,-84.506341997824,37.4616100111498
254,KY0690203,HUSTONVILLE WATER WORKS,A,LINCOLN,SWP,-84.749382,37.441818,,,,-84.7493820064263,37.4418179662712
255,KY0690278,MCKINNEY WATER DISTRICT,A,LINCOLN,SWP,-84.80767,37.381452,,,,-84.8076700021202,37.3814519881608
256,KY0690417,STANFORD WATER WORKS,A,LINCOLN,SW,-84.648305,37.530289,,,,-84.6483050079617,37.5302889929178
257,KY0700532,CRITTENDEN-LIVINGSTON CO WATER DISTRICT,A,LIVINGSTON,SW,-88.230801,37.263529,,,,-88.2308010035694,37.2635290345738
258,KY0700162,GRAND RIVERS WATER SYSTEM,A,LIVINGSTON,SWP,-88.234609,37.001118,,,,-88.2346089620588,37.0011179771975
259,KY0700243,LEDBETTER WATER DISTRICT,A,LIVINGSTON,SWP,-88.47305,37.047518,,,,-88.4730499557325,37.0475179645609
260,KY0700380,SALEM MUNICIPAL WATER SYSTEM,A,LIVINGSTON,SWP,-88.271813,37.291567,,,,-88.2718129590452,37.2915670344642
261,KY0700401,SMITHLAND WATER & SEWER,A,LIVINGSTON,SWP,-88.450027,37.240111,,,,-88.4500270333158,37.240111003025
262,KY0710001,ADAIRVILLE WATER WORKS,A,LOGAN,SWP,-86.858123,36.662657,,,,-86.8581229674853,36.6626570271747
263,KY0710012,AUBURN MUN WATER WORKS,A,LOGAN,SWP,-86.709649,36.863367,,,,-86.7096489681684,36.8633669827469
264,KY0710951,EAST LOGAN WATER DISTRICT,A,LOGAN,SWP,-86.874913,36.845123,,,,-86.8749130191346,36.8451229903822
265,KY0710247,LEWISBURG WATER WORKS,A,LOGAN,SWP,-86.95055,36.986145,,,,-86.9505499982476,36.9861449652732
266,KY0710318,NORTH LOGAN WATER DISTRICT,A,LOGAN,SWP,-86.918466,36.880844,,,,-86.9184660390546,36.8808440277772
267,KY0710378,RUSSELLVILLE MUN WATER WORKS,A,LOGAN,SWP,-86.918466,36.880844,,,,-86.9184660390546,36.8808440277772
268,KY0710707,SOUTH LOGAN WATER ASSOCIATION,A,LOGAN,SWP,-86.851803,36.667198,,,,-86.8518029601354,36.667198023846
269,KY0722918,BUZZARD ROCK RESORT AND MARINA,A,LYON,GW,-88.143517,37.042058,,,,-88.1435170074717,37.0420579816571
270,KY0722980,EDDY CREEK MARINA RESORT LLC,A,LYON,GW,-88.016331,37.004908,,,,-88.0163310142633,37.0049079911197
271,KY0720113,EDDYVILLE WATER DEPARTMENT,A,LYON,SW,-88.085866,37.089731,,,,-88.0858660071458,37.0897309812166
272,KY0720552,KENTUCKY STATE PENITENTIARY,A,LYON,SW,-88.076342,37.048047,,,,-88.0763419786721,37.0480470206935
273,KY0720227,KUTTAWA WATER DEPARTMENT,A,LYON,SW,-88.17196,37.048229,,,,-88.1719600049867,37.0482289881925
274,KY0720933,LYON COUNTY WATER DISTRICT,A,LYON,SWP,-88.17196,37.048229,,,,-88.1719600049867,37.0482289881925
275,KY0720553,BAR X TRAILER PARK,I,LYON,GW,-88.169854,37.049276,,,,-88.1698539946346,37.049275973959
276,KY0760030,BEREA MUNICIPAL UTILITIES,A,MADISON,SW,-84.2776092,37.5738828,,,,-84.2776091872573,37.5738827705084
277,KY0762637,BLUE GRASS ARMY DEPOT,A,MADISON,SW,-84.25764,37.681613,,,,-84.2576399978175,37.6816129900429
278,KY0760672,KIRKSVILLE WATER ASSOCIATION,A,MADISON,SWP,-84.327751,37.777317,,,,-84.3277509904602,37.7773170090185
279,KY0760224,MADISON CO UTILITIES DISTRICT,A,MADISON,SWP,-84.327751,37.777317,,,,-84.3277509904602,37.7773170090185
280,KY0760370,RICHMOND UTILITIES,A,MADISON,SW,-84.287003,37.746708,,,,-84.2870029600149,37.746707976358
281,KY0760407,SOUTHERN MADISON WATER DISTRICT,A,MADISON,SWP,-84.3194009,37.5761289,,,,-84.3194008803997,37.5761288774616
282,KY0770525,MAGOFFIN COUNTY WATER DISTRICT,A,MAGOFFIN,SWP,-83.054873,37.744247,,,,-83.0548729976643,37.7442470313631
283,KY0770566,SALYERSVILLE MUNICIPAL WATER,A,MAGOFFIN,SW,-83.0664975,37.7388942,,,,-83.0664974669354,37.7388941845828
284,KY0780241,LEBANON WATER WORKS CO INC,A,MARION,SW,-85.254621,37.569588,,,,-85.254621022516,37.5695880094666
285,KY0780268,MARION COUNTY WATER DISTRICT,A,MARION,SWP,-85.2816175,37.5567065,,,,-85.281617462929,37.5567065132707
286,KY0790029,BENTON WATER & SEWER,A,MARSHALL,GW,-88.3506745,36.8585377,,,,-88.3506745307021,36.8585377212189
287,KY0790056,CALVERT CITY MUNICIPAL WATER DEPARTMENT,A,MARSHALL,GW,-88.342557,37.024819,,,,-88.3425569944687,37.0248189954936
288,KY0790173,HARDIN WATER DEPARTMENT,A,MARSHALL,GWP,-85.9153568,37.6798598,,,,-85.9153567973193,37.6798597803161
289,KY0790216,JONATHAN CREEK WATER DISTRICT,A,MARSHALL,GW,-88.305502,36.888765,,,,-88.3055020279879,36.888764975596
290,KY0790319,NORTH MARSHALL WATER DISTRICT #1,A,MARSHALL,GW,-88.344391,36.927617,,,,-88.3443909949527,36.9276170202784
291,KY0792758,SHAWNEE BAY RESORT,A,MARSHALL,GW,-88.3548,36.8806,,,,-88.3548000436444,36.8806000080653
292,KY0800273,MARTIN CO WATER DISTRICT #1,A,MARTIN,SW,-82.5205818,37.8699645,,,,-82.5205818364655,37.8699645059073
293,KY0810046,BUFFALO TRAIL WATER ASSOC,A,MASON,SWP,-83.8418974,38.5175801,,,,-83.8418974385387,38.5175800665585
294,KY0810275,MAYSVILLE UTILITY COMMISSION,A,MASON,SW,-83.7603182,38.6449108,,,,-83.7603181936528,38.6449107674721
295,KY0810366,WESTERN LEWIS RECTORVILLE WATER DISTRICT,A,MASON,SWP,-83.6563853,38.5802302,,,,-83.6563852712369,38.5802302114563
296,KY0810460,WESTERN MASON CO WATER DISTRICT,A,MASON,GW,-83.8758422,38.7519508,,,,-83.8758421680113,38.7519508063184
297,KY0732457,"FOUR RIVERS NUCLEAR PARTNERSHIP, LLC",A,MCCRACKEN,SW,-88.8764,37.0872,,,,-88.8763999861722,37.0871999821369
298,KY0730522,LOCUST VALLEY MOBILE EST,A,MCCRACKEN,GW,-88.13425,36.588355,,,,-88.1342499870007,36.5883550346555
299,KY0730533,PADUCAH WATER WORKS,A,MCCRACKEN,SW,-88.624178,37.09721,,,,-88.6241780275564,37.0972099764913
300,KY0730454,WEST MCCRACKEN CO WATER DISTRICT,A,MCCRACKEN,SWP,-88.750023,37.09891,,,,-88.7500230157087,37.0989100164699
301,KY0740276,MCCREARY COUNTY WATER DISTRICT,A,MCCREARY,SW,-84.464547,36.714969,,,,-84.4645469809151,36.7149689945064
302,KY0750529,BEECH GROVE WATER SYSTEM,A,MCLEAN,SWP,-87.2773,37.575,,,,-87.2772999657582,37.5749999943409
303,KY0750055,CALHOUN WATER WORKS,A,MCLEAN,SWP,-87.2602684,37.5367271,,,,-87.260268357129,37.5367271023649
304,KY0750207,ISLAND WATER DEPARTMENT,A,MCLEAN,SWP,-87.190034,37.449723,,,,-87.1900340257977,37.4497229893927
305,KY0750252,LIVERMORE WATER WORKS,A,MCLEAN,SWP,-87.136361,37.48815,,,,-87.1363610350445,37.4881499964841
306,KY0753505,MCLEAN COUNTY REGIONAL WATER COMMISSION,A,MCLEAN,SW,-87.2773,37.575,,,,-87.2772999657582,37.5749999943409
307,KY0750907,SACRAMENTO WATER WORKS,A,MCLEAN,SWP,-87.2736,37.4177,,,,-87.273599984766,37.4176999868378
308,KY0820041,BRANDENBURG WATER WORKS,A,MEADE,GW,-86.1740632,37.9987898,,,,-86.1740632448136,37.9987897744523
309,KY0820641,DOE VALLEY UTILITIES INC,A,MEADE,GWP,-86.1084,37.9662,,,,-86.1083999908056,37.9662000268882
310,KY0820369,MEADE COUNTY WATER DISTRICT,A,MEADE,SWP,-86.1707402,37.984404,,,,-86.1707401969146,37.9844040329288
311,KY0822462,"MONUMENT CHEMICAL KENTUCKY, LLC",A,MEADE,GW,-86.1321374,37.9977815,,,,-86.1321374331993,37.9977815144025
312,KY0820481,MULDRAUGH WATER DEPARTMENT,A,MEADE,SWP,-86.007605,37.955796,,,,-86.0076049735086,37.9557959941231
313,KY0831010,CAVE RUN REGIONAL WT COMM,A,MENIFEE,SW,-83.494172,37.96341,,,,-83.494171988807,37.963409987515
314,KY0830148,FRENCHBURG WATER COMPANY,A,MENIFEE,SWP,-83.627256,37.938541,,,,-83.6272559608448,37.9385409875601
315,KY0833498,GLADIE HISTORIC SITE,A,MENIFEE,SW,-83.7853,37.8223,,,,-83.7852999823781,37.8223000189723
316,KY0840048,BURGIN WATER DEPARTMENT,A,MERCER,SWP,-84.7666712,37.7527946,,,,-84.7666711620475,37.7527946012724
317,KY0840180,HARRODSBURG MUNICIPAL WATER DEPARTMENT,A,MERCER,SW,-84.843464,37.76069,,,,-84.8434640034366,37.7606900172748
318,KY0840587,LAKE VILLAGE WATER ASSOCIATION,A,MERCER,SWP,-84.757369,37.7611519,,,,-84.757369017449,37.7611519207463
319,KY0840321,NORTH MERCER WATER DISTRICT,A,MERCER,SWP,-84.85907,37.919324,,,,-84.85906998571,37.9193239980503
320,KY0843034,"CAITLAN & FRIENDS, LLC",I,MERCER,GW,-84.7872,37.799048,,,,-84.7872000019094,37.7990480011275
321,KY0850115,EDMONTON WATER WORKS,A,METCALFE,SWP,-85.610743,36.9790253,,,,-85.6107430252085,36.9790253166846
322,KY0860141,FOUNTAIN RUN WATER DISTRICT #1,A,MONROE,SWP,-85.9676371,36.720989,,,,-85.9676371298875,36.7209889974414
323,KY0860150,MONROE COUNTY WATER DISTRICT,A,MONROE,SW,-85.5870723,36.6886043,,,,-85.5870723276404,36.6886043066079
324,KY0860426,TOMPKINSVILLE WATER WORKS,A,MONROE,SW,-85.702781,36.674048,,,,-85.7027809956212,36.6740480310578
325,KY0870212,JEFFERSONVILLE WATER SYSTEM,A,MONTGOMERY,SWP,-83.850319,37.980973,,,,-83.8503189646643,37.9809729682418
326,KY0870147,JUDY WATER ASSOCIATION,A,MONTGOMERY,SWP,-83.9504143,38.0920579,,,,-83.9504142841865,38.0920578893357
327,KY0870246,LEVEE RD WATER ASSOCIATION INC,A,MONTGOMERY,SWP,-83.949897,38.033139,,,,-83.9498970342459,38.033138996826
328,KY0870290,MONTGOMERY CO WATER DISTRICT #1,A,MONTGOMERY,SWP,-83.899095,38.001005,,,,-83.8990949693092,38.0010050238076
329,KY0870298,MT STERLING WATER WORKS,A,MONTGOMERY,SW,-83.935712,38.057768,,,,-83.935712007089,38.0577679923823
330,KY0870367,REID VILLAGE WATER DISTRICT,A,MONTGOMERY,SWP,-83.9635275,38.0531731,,,,-83.963527531378,38.0531730706073
331,KY0880594,MORGAN COUNTY WATER DISTRICT,A,MORGAN,SWP,-83.257354,37.921362,,,,-83.2573539813571,37.9213620055156
332,KY0880452,WEST LIBERTY WATER COMPANY,A,MORGAN,SW,-83.2601784,37.9210819,,,,-83.2601783744419,37.9210818793905
333,KY0890071,CENTRAL CITY WATER & SEWER,A,MUHLENBERG,SW,-87.122743,37.3059,,,,-87.1227430244949,37.305900012682
334,KY0890106,DRAKESBORO WATER DEPARTMENT,A,MUHLENBERG,SWP,-87.049367,37.217278,,,,-87.0493670151205,37.2172780231817
335,KY0890170,GREENVILLE UTILITIES COMMISSION,A,MUHLENBERG,SW,-87.1755,37.200145,,,,-87.1755000031529,37.2001450128457
336,KY0890302,MUHLENBERG CO WATER DISTRICT,A,MUHLENBERG,SWP,-87.1766796,37.2225943,,,,-87.1766795809525,37.2225943314053
337,KY0890304,MUHLENBERG CO WATER DISTRICT #3,A,MUHLENBERG,SWP,-87.1766796,37.2225943,,,,-87.1766795809525,37.2225943314053
338,KY0900017,BARDSTOWN MUNICIPAL WATER DEPT,A,NELSON,SW,-85.4613,37.8083,,,,-85.4613000131945,37.8083000343432
339,KY0900031,BLOOMFIELD WATER & SEWER DEPT,A,NELSON,SWP,-85.3202573,37.9130978,,,,-85.3202573270655,37.9130978008621
340,KY0900312,NEW HAVEN MUNICIPAL WATER WORKS,A,NELSON,SWP,-85.592944,37.6583493,,,,-85.592943985832,37.6583493030177
341,KY0900323,NORTH NELSON WATER DISTRICT,A,NELSON,SWP,-85.4703805,37.8866691,,,,-85.4703805434125,37.8866691343149
342,KY0910065,CARLISLE WATER DEPARTMENT,A,NICHOLAS,SW,-84.027539,38.3131812,,,,-84.0275389632415,38.3131811806116
343,KY0910314,NICHOLAS COUNTY WATER DISTRICT,A,NICHOLAS,SWP,-84.0546754,38.3335388,,,,-84.0546753611757,38.3335387874428
344,KY0910675,WESTERN FLEMING WATER DISTRICT,A,NICHOLAS,SW,-83.86145,38.426987,,,,-83.8614499893498,38.4269869794147
345,KY0920025,BEAVER DAM MUNICIPAL WATER & SEWER,A,OHIO,GW,-83.86145,38.426987,,,,-83.8614499893498,38.4269869794147
346,KY0920070,CENTERTOWN WATER SYSTEM,A,OHIO,SWP,-87.026291,37.408269,,,,-87.0262910022705,37.4082690108147
347,KY0920136,FORDSVILLE WATER DISTRICT,A,OHIO,SWP,-86.691539,37.641199,,,,-86.691539021872,37.6411990156163
348,KY0920181,HARTFORD MUNICIPAL WATER WORKS,A,OHIO,SW,-86.9099875,37.4519806,,,,-86.9099874699085,37.4519806091836
349,KY0920332,OHIO COUNTY WATER DISTRICT,A,OHIO,SW,-86.9073278,37.4508209,,,,-86.9073278278468,37.450820892735
350,KY0920631,PERDUE FARMS INC,A,OHIO,SW,-86.800383,37.344709,,,,-86.8003830339463,37.3447089732741
351,KY0930481,LAGRANGE UTILITIES COMMISSION,A,OLDHAM,GWP,-85.330426,38.444201,,,,-85.3304259865872,38.4442010338882
352,KY0930333,OLDHAM COUNTY WATER DISTRICT,A,OLDHAM,GW,-85.3998387,38.3959513,,,,-85.3998387187595,38.3959513216545
353,KY0950036,BOONEVILLE WATER AND SEWER,A,OWSLEY,SW,-83.671869,37.472785,,,,-83.6718689928001,37.4727849862098
354,KY0960051,BUTLER WATER WORKS,A,PENDLETON,SWP,-86.684412,37.224731,,,,-86.6844119680709,37.2247309642706
355,KY0960112,EAST PENDLETON WATER DISTRICT,A,PENDLETON,SWP,-84.337164,38.675757,,,,-84.3371639871648,38.6757570335425
356,KY0960126,FALMOUTH WATER DEPARTMENT,A,PENDLETON,SW,-84.3250777,38.6750378,,,,-84.3250776940062,38.6750377662371
357,KY0960348,PENDLETON CO WATER DISTRICT #1 / NORTH,A,PENDLETON,SWP,-84.330066,38.676971,,,,-84.3300660387789,38.6769709911209
358,KY0960499,PENDLETON CO WATER DISTRICT #1/SOUTH,A,PENDLETON,SWP,-84.330066,38.676971,,,,-84.3300660387789,38.6769709911209
359,KY0970184,HAZARD WATER DEPARTMENT,A,PERRY,SW,-83.186427,37.246239,,,,-83.1864269591103,37.2462389851999
360,KY0970484,PERRY COUNTY WATER & SEWER,A,PERRY,SWP,-83.080165,37.206099,,,,-83.0801649746572,37.2060990195105
361,KY0971007,VILLAGE OF BUCKHORN,A,PERRY,SWP,-83.50558,37.308336,,,,-83.5055799640946,37.308336020099
362,KY0980120,ELKHORN CITY WATER DEPT,A,PIKE,SWP,-82.3467409,37.3041144,,,,-82.346740940661,37.3041143811962
363,KY0980575,MOUNTAIN WATER DIST,A,PIKE,SW,-82.457947,37.549547,,,,-82.4579469829433,37.5495470274917
364,KY0980350,PIKEVILLE WATER DEPARTMENT,A,PIKE,SW,-82.5156066,37.4823208,,,,-82.5156066070959,37.4823208206176
365,KY0990281,BEECH FORK WATER COMMISSION,A,POWELL,SW,-83.890383,37.863174,,,,-83.8903830178523,37.8631740081462
366,KY0990074,CLAY CITY WATER SYSTEM,A,POWELL,SWP,-83.9234966,37.8620572,,,,-83.923496626024,37.8620572211494
367,KY0990357,POWELL VALLEY WATER DISTRICT,A,POWELL,SWP,-83.9384896,37.8642414,,,,-83.9384895979475,37.8642414185739
368,KY0990418,STANTON WATER WORKS,A,POWELL,SWP,-83.8592223,37.8535957,,,,-83.8592222572767,37.8535956996194
369,KY1000043,BRONSTON WATER ASSOCIATON INC,A,PULASKI,SWP,-84.6238976,36.9877727,,,,-84.6238976020291,36.9877727263536
370,KY1000050,BURNSIDE WATER COMPANY,A,PULASKI,SW,-84.604038,36.992724,,,,-84.6040380070539,36.992724034422
371,KY1000124,EUBANK WATER SYSTEM,A,PULASKI,SWP,-84.65856,37.27841,,,,-84.6585599955821,37.2784100248279
372,KY1000362,SCIENCE HILL WATER WORKS,A,PULASKI,SWP,-84.6487,37.1683,,,,-84.6486999971921,37.1682999863933
373,KY1000403,SOMERSET WATER SERVICE,A,PULASKI,SW,-84.6035288,37.0986762,,,,-84.6035288419508,37.0986762247232
374,KY1000311,SOUTHEASTERN WATER ASSOC/NELSON VALLEY,A,PULASKI,SWP,-84.6011502,37.108585,,,,-84.60115019291,37.1085849801457
375,KY1000363,WESTERN PULASKI COUNTY WATER DISTRICT,A,PULASKI,SWP,-84.619162,37.095363,,,,-84.6191620431773,37.0953630107434
376,KY1000973,WOODSON BEND PROPERTY OWNERS ASSOC,A,PULASKI,SW,-84.5221,39.2663,,,,-84.5220999750435,39.2663000332115
377,KY1010297,MT OLIVET WATER DEPARTMENT,A,ROBERTSON,SWP,-84.035521,38.531101,,,,-84.0355210335301,38.5311009968462
378,KY1020889,BRODHEAD WATER WORKS,A,ROCKCASTLE,SWP,-84.41383,37.40425,,,,-84.4138299864358,37.4042500126688
379,KY1020288,KENTUCKY AMERICAN WATER - EASTERN ROCKCA,A,ROCKCASTLE,SWP,-84.4634596,38.0158615,,,,-84.4634595702637,38.0158614771375
380,KY1020253,LIVINGSTON MUNICIPAL WATER WORKS,A,ROCKCASTLE,SWP,-84.2143173,37.2964058,,,,-84.2143173059363,37.2964058115431
381,KY1020299,MT VERNON WATER WORKS,A,ROCKCASTLE,SW,-84.3401106,37.3543147,,,,-84.3401106409598,37.3543146810552
382,KY1020891,WESTERN ROCKCASTLE WATER ASSOCIATION,A,ROCKCASTLE,SWP,-84.370514,37.328657,,,,-84.3705140319193,37.3286569897306
383,KY1030480,MOREHEAD STATE UNIVERSITY,A,ROWAN,SW,-83.430193,38.185818,,,,-83.4301929861252,38.1858179802289
384,KY1030292,MOREHEAD UTILITY PLANT BOARD,A,ROWAN,SW,-83.4342408,38.1807509,,,,-83.4342407947954,38.180750869297
385,KY1030375,ROWAN WATER INC.,A,ROWAN,SWP,-83.3849183,38.1907102,,,,-83.3849182551317,38.1907102065096
386,KY1040210,JAMESTOWN MUNICIPAL WATER WORKS,A,RUSSELL,SW,-85.060584,36.9711206,,,,-85.0605840228309,36.9711206328013
387,KY1040377,RUSSELL SPRINGS WATER & SEWER,A,RUSSELL,SWP,-85.0375,37.0551,,,,-85.0375000149749,37.0550999853779
388,KY1050157,GEORGETOWN MUNICIPAL WATER SERVICE,A,SCOTT,SW,-84.5625715,38.2101766,,,,-84.5625715040443,38.2101765834
389,KY1060324,NORTH SHELBY WATER DISTRICT,A,SHELBY,SWP,-85.057397,38.262248,,,,-85.0573969798659,38.2622480127429
390,KY1060394,SHELBYVILLE WATER & SEWER COMMISSION,A,SHELBY,SW,-85.2351998,38.212526,,,,-85.2351998053995,38.2125260330534
391,KY1060436,US 60 WATER DISTRICT,A,SHELBY,SWP,-85.057397,38.262248,,,,-85.0573969798659,38.2622480127429
392,KY1060457,WEST SHELBY WATER DISTRICT,A,SHELBY,SWP,-85.3548,38.2312,,,,-85.3547999751912,38.2311999987344
393,KY1070144,FRANKLIN WATER WORKS,A,SIMPSON,SW,-86.3941935,36.9338853,,,,-86.394193518725,36.9338852786639
394,KY1070398,SIMPSON COUNTY WATER DISTRICT,A,SIMPSON,SWP,-86.5785682,36.7312412,,,,-86.5785682392141,36.7312411856513
395,KY1080425,TAYLORSVILLE WATER WORKS,A,SPENCER,SWP,-85.353169,38.018415,,,,-85.3531689939613,38.0184149895544
396,KY1090060,CAMPBELLSVILLE MUNICIPAL WATER,A,TAYLOR,SW,-85.3335814,37.3311569,,,,-85.3335814088541,37.3311569029668
397,KY1100121,ELKTON WATER WORKS,A,TODD,SWP,-87.1461013,36.8034908,,,,-87.1461012880072,36.8034907981726
