FID,OBJECTID,WWD_NO,PWSID,PWS_NAME,SRC_DELIN,ZONE,PERIM_FT,ACRES,HECTARES,MILES_SQ,LAST_UPDAT,LOAD_DATE,STATUS,UPDATED_BY,Shapearea,Shapelen
1,59,0072,0980120,ELKHORN CITY WATER DEPT,STREAM,2,38950.797,1929.389,780.824,3.014,2004-09-27T00:00:00.000Z,2004-09-27T00:00:00.000Z,INACTIVE,DOW 2019,84032607.2250609,38950.7973829977,,
2,384,1327,0240201,HOPKINSVILLE WATER ENV AUTH,STREAM,2,44342.275,2182.205,883.138,3.409,2004-09-27T00:00:00.000Z,2004-09-27T00:00:00.000Z,ACTIVE,DOW 2019,95043773.150037,44342.2759913907,,
3,232,0643,0430244,LEITCHFIELD WATER WORKS,LARGE RESERVOIR,2,44484.629,1857.686,751.805,2.902,2019-02-08T00:00:00.000Z,2004-09-27T00:00:00.000Z,ACTIVE,DOW 2019,80909661.8103833,44484.626251466,,
4,390,1365,0010082,COLUMBIA UTILITIES COMMISSION,LARGE RESERVOIR,2,54392.356,3748.558,1517.041,5.855,2019-01-23T00:00:00.000Z,2004-09-27T00:00:00.000Z,INACTIVE,DOW 2019,163264715.007369,54392.3563700675,,
5,420,1502,0430616,GRAYSON COUNTY WATER DISTRICT,LARGE RESERVOIR,2,54717.003,2645.659,1070.698,4.133,2019-02-08T00:00:00.000Z,2004-09-27T00:00:00.000Z,ACTIVE,DOW 2019,115229048.947563,54717.0023738102,,
6,102,0213,0110097,DANVILLE CITY WATER WORKS,LARGE RESERVOIR,2,56465.717,4257.376,1722.96,6.65,2004-09-27T00:00:00.000Z,2004-09-27T00:00:00.000Z,ACTIVE,DOW 2019,185425793.266685,56465.716465798,,
7,49,0053,1000050,BURNSIDE WATER COMPANY,LARGE RESERVOIR,2,58083.499,3436.4,1390.711,5.368,2004-09-27T00:00:00.000Z,2004-09-27T00:00:00.000Z,ACTIVE,DOW 2019,149669008.198674,58083.499321006,,
8,307,0922,1000973,WOODSON BEND PROP OWNERS ASSOC,LARGE RESERVOIR,2,60107.732,3226.333,1305.697,5.04,2004-09-27T00:00:00.000Z,2004-09-27T00:00:00.000Z,ACTIVE,DOW 2019,140519745.522065,60107.7317797629,,
9,227,0639,0050929,GLASGOW WATER COMPANY,LARGE RESERVOIR,2,61506.2403694,4133.351,1672.767,6.456,2019-02-08T00:00:00.000Z,2004-09-27T00:00:00.000Z,ACTIVE,DOW 2019,180024004.445653,61506.2403693559,,
10,240,0654,1040210,JAMESTOWN MUN WATER WORKS,LARGE RESERVOIR,2,61637.116,3140.76,1271.066,4.906,2004-09-27T00:00:00.000Z,2004-09-27T00:00:00.000Z,ACTIVE,DOW 2019,136792692.926056,61637.1160291674,,
11,221,0637,1030292,MOREHEAD UTILITY PLANT BOARD,STREAM,2,66705.886,4569.788,1849.393,7.138,2004-09-27T00:00:00.000Z,2004-09-27T00:00:00.000Z,ACTIVE,DOW 2019,199032564.185558,66705.8857385271,,
12,375,1279,0430245,EDMONSON CO WATER DIST/WAX,LARGE RESERVOIR,2,67322.264,3398.949,1375.555,5.309,2004-09-27T00:00:00.000Z,2004-09-27T00:00:00.000Z,ACTIVE,DOW 2019,148037838.997085,67322.2644876609,,
13,431,1629,0600062,KNOTT CO WATER AND SEWER DIST,LARGE RESERVOIR,2,68575.453,4071.453,1647.717,6.36,2019-01-09T00:00:00.000Z,2004-09-27T00:00:00.000Z,ACTIVE,DOW 2019,177328091.085493,68575.45211899,,
14,258,0717,0880452,WEST LIBERTY WATER COMPANY,STREAM,2,68694.365,5236.014,2119.015,8.179,2004-09-27T00:00:00.000Z,2004-09-27T00:00:00.000Z,INACTIVE,DOW 2019,228049384.875032,68694.3646239023,,
15,353,1125,0470175,HARDIN COUNTY WATER DIST #2,STREAM,2,70013.029,4892.403,1979.956,7.642,2019-02-13T00:00:00.000Z,2004-09-27T00:00:00.000Z,ACTIVE,DOW 2019,213083755.135973,70013.0285698831,,
16,27,0028,0720552,KENTUCKY STATE PENITENTIARY,LARGE RESERVOIR,2,72589.34,7140.487,2889.755,11.153,2004-09-27T00:00:00.000Z,2004-09-27T00:00:00.000Z,ACTIVE,DOW 2019,310996808.715874,72589.3397615665,,
17,403,1438,0240329,OAK GROVE WATER DEPARTMENT,STREAM,2,76046.469,4860.211,1966.928,7.592,2019-01-23T00:00:00.000Z,2004-09-27T00:00:00.000Z,INACTIVE,DOW 2019,211681677.076185,76046.4681635711,,
